file_id,filename,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,zcr_mean,zcr_std,energy_mean,energy_std,centroid_mean,centroid_std
GapPidut5nk,GapPidut5nk.wav,0.4421613882278974,-0.28449424398874873,-1.1136664376751364,-1.5894793327953936,1.820184378250223,-0.4457542060836308,-0.01243237091106043,-0.35546552754245225,1.0134758127448873,-0.5403829182747341,0.5495408793625794,-0.8826466839970355,-0.9713825378765647,0.2195280961379438,1.2148279452911042,-0.4346844409796364,0.6626547959111909,-0.006401033841021759,-0.3685926093527969,0.9469324680108135,-0.4925911237208481,-0.4687851850199958,-2.319710205194793,-0.28390611305197533,-1.2468189852040488,0.08339883131803225,1.96938905683874,-0.017947078824374456,-0.628680487039092,-0.46606877834934984,2.364727382704822,-1.1935867400750795
m8VTL7jXleg,m8VTL7jXleg.wav,0.08449607975267391,-0.28602782694674006,-0.2881130335946587,-0.7507851876932997,-1.2282145615519882,-0.3145059004757342,0.2894598758959965,-0.46679099412224284,-1.4085029308038557,0.7728651971969637,-0.12580588895937145,-0.500393124905009,-0.18162831152382672,-0.40349465422905306,-0.7753878575620828,-0.46574378047184695,0.12152378860753987,-1.056727209287106,-2.0027107503296695,-0.35964604403267214,-0.27347867249930563,0.7622797819477304,-1.876788408204183,0.4672451184176946,0.42648614310253297,-0.6252211878262658,0.22201555073579185,-0.35521722567388236,-0.46694403106711063,-0.7319649369385126,-0.008338265078324976,-0.4738740693500432
6DV_6-4gWd8,6DV_6-4gWd8.wav,-1.761553582235426,0.7413664381262535,1.2944954220841773,2.442902756125803,-1.7861947979559278,3.8112191773699378,0.9756024058978391,3.9486158440150954,-0.6195776849190493,3.408089194478191,-2.5841756585356888,5.062239130941362,-0.6841194875968013,3.1582437868275814,0.013048556060989666,3.037992834398946,0.7207593130086587,1.6086461242831949,-0.6043630033726359,0.9580863111132271,0.11731837886786645,2.0828303252693954,0.26471432230364944,1.6211245419195295,1.23837304155087,0.7856318486925439,-1.393795117988072,0.1455743075917016,-0.45386706447267755,-0.0029723515922216834,-1.9915252477135768,1.2916628348884784
DHO1o5F-pLw,DHO1o5F-pLw.wav,0.2156814354385665,-0.3544242544813994,0.9346072553817575,-1.2410313503598422,-0.8459442204749971,-0.7761695238516577,-1.3733783746897197,-0.2837065675750755,0.6061244721065782,-1.6698252054309053,-1.0367999871334073,0.060747488026823324,-0.02595122232815721,-1.3664524257318296,-0.46982193288813573,-0.8527088915554025,-0.5474524922032704,0.5978793279209906,0.04261270486390471,-0.752351074481051,-1.3714026984955967,-0.19466579337555184,0.3130913227213912,-1.4706889304772177,-1.0799368964157765,-0.0566673537804242,-1.1571696232995783,-0.8607441028006161,-0.6882941412763827,-0.5871283437798258,-1.0578774381642821,-0.9578713894240833
tImrz6QFEnc,tImrz6QFEnc.wav,-1.1682656497616966,-0.09848666901027456,0.7455490773131619,2.0627555649937803,1.6816378258614728,1.0721701430724921,3.6490033683150784,1.9290099900388094,0.40872547777547896,0.8046416638878657,-1.161762479832967,2.066956147998127,-0.9817551572804616,1.2391616198800455,-1.0730466965584087,0.6331393367008955,-0.8755150290280882,0.10352360721534605,0.3040225866197533,1.0270355918032559,-0.03711378876270515,-0.09444616326263036,0.6203801827932716,1.2448985890639852,-0.6423153267975138,0.855726151467921,-0.8426715304767679,0.39004595346776044,-1.2249287726997393,-1.0538822197710886,-1.3100853503017746,0.7717752299061804
ZxCY6RF_ZB0,ZxCY6RF_ZB0.wav,0.7968959840195958,-0.5397068891221863,-0.12939390244162452,-1.6318257870959831,-0.971151644825313,0.2123812726845957,-0.30363282102884787,-0.7285943023285427,-1.091524610488885,0.5703082217864454,-0.5063008935577143,0.19305894007192498,-1.0235445591864167,0.7685216682972653,-0.2825913783028354,0.43454244131799685,1.6718362590480753,1.0264783173987744,-0.07132732240193461,-0.06023932730472748,0.6899749264385949,1.0602386449539423,-0.89660364685366,1.0702112590897421,0.4589492037854321,0.2636931052751548,-0.29693041430308176,-0.39518420591205894,0.3469511362058397,-0.249218036813219,-0.2881705994100144,-0.8244264427106708
NlLmAbt7Q9k,NlLmAbt7Q9k.wav,0.9124153383213179,-0.38059174842542554,-0.09438086476496226,-0.47024377106399345,0.30258663270945096,-1.3676406138421402,-0.5764934203518696,-1.5040941090266102,0.32974672038729963,-1.093251593800158,1.0090867695885402,-2.2430473085310516,-0.6355613477744021,-0.9388169160678315,1.5485971195873427,-1.1251730228124672,-0.23562707946700964,-1.4928787324070887,-0.05500740995430264,-0.1513732670179745,0.30494700188863827,-1.8584735167027893,0.1827700471608704,-1.3688005831154966,-0.6659970223955876,0.13430310524764552,0.2075986471123065,-1.151710531324376,-0.29645217885140845,-0.5503180337261786,0.2635787655028351,-1.2934465893887022
Gt6ZYdhRW5k,Gt6ZYdhRW5k.wav,-0.2753902250368433,-0.18465446876062505,-0.6793638366913662,0.009022455118527279,-1.0471370028838258,0.01983688919503213,-1.3448047163201433,0.5427871135484456,-0.20596659199360556,-0.6133230140059022,-0.24176106130746824,0.5647375886214417,1.056156028146733,0.07121708262704025,0.08095291156632356,0.4964865508580568,-0.7398292667726574,0.22039021759295085,-0.32987679952864163,-0.5369914288433252,0.6979836774018,0.6553943777948597,-1.1214473027644452,0.9753721485563367,-0.23401881927696766,0.2071037360820652,0.010093531135128264,0.6624121699992449,-0.46128059308130986,-0.44464838854638256,0.1441630540998931,0.2638181664004797
u8ADrC5FOCA,u8ADrC5FOCA.wav,-0.7269374312008452,-0.22078070005385905,1.7758437840871366,0.9880444009153608,1.5615939061007238,-0.45598831847633503,0.7663602171359337,-0.7926676501957596,1.2227255415685316,-0.9446388308977429,0.7778250035551525,-0.2338031851566471,-1.216647501162314,-0.02684463818767591,0.5773353821181594,-0.9245606511464226,-1.916701983428304,-0.3387826962426867,-0.21995403237260847,-0.4385442086018356,0.04635178260499209,-1.0542528098146096,0.20267859298432067,-0.2538586923529974,-0.5590006198806484,-0.8135987605774505,-1.9150093286475753,0.22039420680612856,-1.6495079027656196,-1.2487882739009721,-1.7539540367547368,0.6477490636708513
_8BKbEbwCLE,_8BKbEbwCLE.wav,-0.5287531705284587,0.6764805679884516,-0.0014000708307786258,1.7562497034338662,0.7880187205083184,0.9236196471127939,0.09256712919754907,-0.3005014715779353,1.3524455464024705,0.19011198619839728,0.27860647931211824,-0.3595238168799655,-0.3388024039170218,-0.3232256473177224,-0.5292648346414303,0.12356556144412821,-1.6943919808375554,-0.9449221679049499,-0.8832203544197782,-0.1181275492027629,-0.8980612887744994,0.009919115384048854,0.9909624882526546,-1.1591043720642769,-1.2600269819911316,0.04324095951318056,0.4560165664824311,1.7297780318319989,0.08371001924035039,0.5169416282811465,0.3167511196513303,2.0319203122928284
